5.907396505360491119e+02,2.573652392902361953e+03,7.039205890908531728e+03
5.977716162807001865e+02,2.573652392902361953e+03,6.997822162932545325e+03
5.898701422676745096e+02,2.573652392902361953e+03,7.048784978462133040e+03
5.545791650655503418e+02,2.573652392902361953e+03,7.498462246529076765e+03
5.452273843772018154e+02,2.573652392902361953e+03,8.569088916830069138e+03
5.797387284552260098e+02,2.573652392902361953e+03,7.135220588397775828e+03
5.717209535430595224e+02,2.573652392902361953e+03,7.211338960111959750e+03
5.992871063110010255e+02,2.573652392902361953e+03,6.933805147818569822e+03
5.684528823210631572e+02,2.573652392902361953e+03,7.313779563935847364e+03
5.845957815701708569e+02,2.573652392902361953e+03,7.074037433433458318e+03
5.743506791366135076e+02,2.573652392902361953e+03,7.184332118215455921e+03
6.044226725285525390e+02,2.584360301795864416e+03,8.585326597527311606e+03
5.820729815273211898e+02,2.573652392902361953e+03,7.085479716027207360e+03
5.628533457699807059e+02,2.573652392902361953e+03,7.362485223799638334e+03
5.884759278414089749e+02,2.573652392902361953e+03,7.049354058161533430e+03
5.873473422248248426e+02,2.573652392902361953e+03,7.057854425957983040e+03
5.563393823907297246e+02,2.573652392902361953e+03,7.487733257267865156e+03
5.929242609175137204e+02,2.573652392902361953e+03,7.020828220498873634e+03
5.845957815701708569e+02,2.573652392902361953e+03,7.074037433433458318e+03
6.293430283031059389e+02,2.584360301795864416e+03,7.586255834083552145e+03
5.640480298919343340e+02,2.573652392902361953e+03,7.323588325919334238e+03
5.769953142405631752e+02,2.573652392902361953e+03,7.174599393524604238e+03
6.133181232112142425e+02,2.573652392902361953e+03,6.846004987955229808e+03
6.028012496833250680e+02,2.573652392902361953e+03,6.930367175950409546e+03
6.133181232112142425e+02,2.573652392902361953e+03,6.846004987955229808e+03
5.983123102361261090e+02,2.573652392902361953e+03,6.990174974732155533e+03
5.563393823907297246e+02,2.573652392902361953e+03,7.487733257267865156e+03
5.588360994150918941e+02,2.573652392902361953e+03,7.368556496542924833e+03
5.992871063110010255e+02,2.573652392902361953e+03,6.933805147818569822e+03
5.779785111300466269e+02,2.573652392902361953e+03,7.146909331053957430e+03
5.588360994150918941e+02,2.573652392902361953e+03,7.368556496542924833e+03
5.693223905894378731e+02,2.573652392902361953e+03,7.302461459845497302e+03
5.717209535430595224e+02,2.573652392902361953e+03,7.211338960111959750e+03
5.743506791366135076e+02,2.573652392902361953e+03,7.184332118215455921e+03
5.693223905894378731e+02,2.573652392902361953e+03,7.302461459845497302e+03
5.983123102361261090e+02,2.573652392902361953e+03,6.990174974732155533e+03
5.930634300822820251e+02,2.584360301795864416e+03,8.891042827537294215e+03
5.937937691858883227e+02,2.573652392902361953e+03,7.010379624676898857e+03
6.133181232112142425e+02,2.573652392902361953e+03,6.846004987955229808e+03
5.898701422676745096e+02,2.573652392902361953e+03,7.048784978462133040e+03
5.797387284552260098e+02,2.573652392902361953e+03,7.135220588397775828e+03
5.758642577761793291e+02,2.584360301795864416e+03,9.643292081938980118e+03
6.261601889891456949e+02,2.584360301795864416e+03,7.792902487062561704e+03
6.044226725285525390e+02,2.584360301795864416e+03,8.585326597527311606e+03
5.771090028616720247e+02,2.573652392902361953e+03,7.159096943412683686e+03
5.693223905894378731e+02,2.573652392902361953e+03,7.302461459845497302e+03
5.484523070995735452e+02,2.573652392902361953e+03,8.505831964752062049e+03
5.993873529374667442e+02,2.584360301795864416e+03,8.831599447556252926e+03
6.028012496833250680e+02,2.573652392902361953e+03,6.930367175950409546e+03
5.588360994150918941e+02,2.573652392902361953e+03,7.368556496542924833e+03
5.468531000702303118e+02,2.573652392902361953e+03,8.537992837585639791e+03
6.133181232112142425e+02,2.573652392902361953e+03,6.846004987955229808e+03
5.907396505360491119e+02,2.573652392902361953e+03,7.039205890908531728e+03
5.468531000702303118e+02,2.573652392902361953e+03,8.537992837585639791e+03
5.771090028616720247e+02,2.573652392902361953e+03,7.159096943412683686e+03
5.628533457699807059e+02,2.573652392902361953e+03,7.362485223799638334e+03
5.452273843772018154e+02,2.573652392902361953e+03,8.569088916830069138e+03
5.628533457699807059e+02,2.573652392902361953e+03,7.362485223799638334e+03
6.293430283031059389e+02,2.584360301795864416e+03,7.586255834083552145e+03
5.926858513613007062e+02,2.584360301795864416e+03,9.047419076428315748e+03
5.684528823210631572e+02,2.573652392902361953e+03,7.313779563935847364e+03
5.433272013098448951e+02,2.573652392902361953e+03,8.575299365651864719e+03
5.505514374431186297e+02,2.573652392902361953e+03,8.181979720206661113e+03
5.977716162807001865e+02,2.573652392902361953e+03,6.997822162932545325e+03
5.628533457699807059e+02,2.573652392902361953e+03,7.362485223799638334e+03
5.684528823210631572e+02,2.573652392902361953e+03,7.313779563935847364e+03
5.693223905894378731e+02,2.573652392902361953e+03,7.302461459845497302e+03
5.992871063110010255e+02,2.573652392902361953e+03,6.933805147818569822e+03
5.631785216235596181e+02,2.573652392902361953e+03,7.335775938278058675e+03
5.854652898385455728e+02,2.573652392902361953e+03,7.062719329343106438e+03
5.769953142405631752e+02,2.573652392902361953e+03,7.174599393524604238e+03
5.563393823907297246e+02,2.573652392902361953e+03,7.487733257267865156e+03
5.929242609175137204e+02,2.573652392902361953e+03,7.020828220498873634e+03
5.393099549549560834e+02,2.573652392902361953e+03,8.594590541549103364e+03
5.545791650655503418e+02,2.573652392902361953e+03,7.498462246529076765e+03
5.779785111300466269e+02,2.573652392902361953e+03,7.146909331053957430e+03
5.983123102361261090e+02,2.573652392902361953e+03,6.990174974732155533e+03
5.873473422248248426e+02,2.573652392902361953e+03,7.057854425957983040e+03
5.743506791366135076e+02,2.573652392902361953e+03,7.184332118215455921e+03
5.563393823907297246e+02,2.573652392902361953e+03,7.487733257267865156e+03
6.088987087402834959e+02,2.584360301795864416e+03,8.417883679045500685e+03
5.393099549549560834e+02,2.573652392902361953e+03,8.594590541549103364e+03
5.563393823907297246e+02,2.573652392902361953e+03,7.487733257267865156e+03
5.873473422248248426e+02,2.573652392902361953e+03,7.057854425957983040e+03
5.884759278414089749e+02,2.573652392902361953e+03,7.049354058161533430e+03
6.261601889891456949e+02,2.584360301795864416e+03,7.792902487062561704e+03
5.717209535430595224e+02,2.573652392902361953e+03,7.211338960111959750e+03
5.992871063110010255e+02,2.573652392902361953e+03,6.933805147818569822e+03
6.064947777952314709e+02,2.573652392902361953e+03,6.891994684340124877e+03
5.684528823210631572e+02,2.573652392902361953e+03,7.313779563935847364e+03
5.468531000702303118e+02,2.573652392902361953e+03,8.537992837585639791e+03
5.693223905894378731e+02,2.573652392902361953e+03,7.302461459845497302e+03
5.552162767651120703e+02,2.573652392902361953e+03,7.493014070325383727e+03
5.993873529374667442e+02,2.584360301795864416e+03,8.831599447556252926e+03
6.133181232112142425e+02,2.573652392902361953e+03,6.846004987955229808e+03
5.995013721987362487e+02,2.573652392902361953e+03,6.932893955698695208e+03
5.870730689138410980e+02,2.573652392902361498e+03,7.044550314555686782e+03
5.507443899022691767e+02,2.573652392902361953e+03,8.179645641034055188e+03
5.743506791366135076e+02,2.573652392902361953e+03,7.184332118215455921e+03
5.926858513613007062e+02,2.584360301795864416e+03,9.047419076428315748e+03
