75,77,70,1,24,96,21,41,64,46,53,31,78,50,42,83,60,10,52,19,18,13,87,44,98,26,84,20,71,12,65,89,62,85,55,25,32,43,67,39,79,51,49,58,92,73,47,57,0,61,14,4,29,7,5,66,3,99,76,93,35,34,40,48,9,88,11,27,2,91,86,30,16,74,45,90,97,59,69,38,6,95,94,28,8,56,23,17,33,68,82,22,63,72,36,54,37,15,81,80
75,77,70,1,24,96,21,41,64,46,53,31,78,50,42,83,60,10,52,19,18,13,87,44,98,38,84,20,71,12,65,89,62,85,55,25,32,43,67,39,79,51,49,58,92,73,47,57,0,61,14,4,29,7,5,66,3,99,76,93,35,34,40,48,9,88,11,27,2,91,86,30,16,74,45,90,97,59,69,26,6,95,94,28,8,56,23,17,33,68,82,22,63,72,36,54,37,15,81,80
75,82,70,1,24,96,21,41,64,46,53,31,78,50,42,83,60,10,52,19,18,13,87,44,98,26,84,20,71,12,65,89,81,85,55,25,32,43,67,39,79,51,49,58,92,73,47,57,0,61,14,4,29,7,5,66,3,99,76,93,35,34,40,48,9,88,11,27,2,91,86,30,16,74,45,90,97,59,69,38,6,95,94,28,8,56,23,17,33,68,77,22,63,72,36,54,37,15,62,80
94,49,40,71,26,31,35,68,81,82,28,48,21,77,0,53,45,93,25,57,37,36,75,78,98,23,15,61,27,97,87,56,20,8,85,51,52,44,2,1,5,70,41,99,30,46,22,86,55,38,59,60,14,90,83,17,7,11,54,96,73,9,88,47,67,65,64,66,63,58,4,72,79,95,76,74,84,42,39,43,32,19,10,16,33,92,91,12,34,3,24,69,6,13,29,50,89,18,62,80
94,49,40,71,26,31,35,68,81,82,28,48,21,77,0,53,45,93,25,57,37,36,75,78,98,23,15,61,27,97,87,56,20,8,85,51,52,44,2,1,5,70,41,99,30,46,22,86,55,38,59,60,14,90,83,17,7,11,54,96,73,9,88,47,67,65,64,66,63,58,4,72,79,95,76,74,84,42,39,43,32,19,10,16,33,92,91,12,34,3,24,69,6,13,29,50,89,18,62,80
75,77,70,1,24,96,21,41,64,46,53,31,78,50,42,83,60,10,52,19,18,13,87,44,98,26,84,20,71,12,65,89,81,85,55,25,32,43,67,39,79,51,49,58,92,73,47,57,0,61,14,4,29,7,5,66,3,99,76,93,35,34,40,48,9,88,11,27,2,91,86,30,16,74,45,90,97,59,69,38,6,95,94,28,8,56,23,17,33,68,82,22,63,72,36,54,37,15,62,80
75,77,70,1,24,96,21,41,64,46,53,31,78,50,42,83,60,10,52,19,18,13,87,44,98,26,84,20,71,12,65,89,81,85,55,25,32,43,67,39,79,51,49,58,92,73,47,57,0,61,14,4,29,7,5,66,3,99,76,93,35,34,40,48,9,88,11,27,2,91,86,30,16,74,45,90,97,59,69,38,6,95,94,28,8,56,23,17,33,68,82,22,63,72,36,54,37,15,62,80
75,77,70,1,24,96,21,41,64,46,53,31,78,50,42,83,60,10,52,19,18,13,87,44,98,26,84,20,71,12,65,89,81,85,55,25,32,43,67,39,79,51,49,58,92,73,47,57,0,61,14,4,29,7,5,66,3,99,76,93,35,34,40,48,9,88,11,27,2,91,86,30,16,74,45,90,97,59,69,38,6,95,94,28,8,56,23,17,33,68,82,22,63,72,36,54,37,15,62,80
75,77,70,1,24,96,21,41,64,46,53,31,78,50,42,83,60,10,52,19,18,13,87,44,98,26,84,20,71,12,65,89,81,85,55,25,32,43,67,39,79,51,49,58,92,73,47,57,0,61,14,4,29,7,5,66,3,99,76,93,35,34,40,48,9,88,11,27,2,91,86,30,16,74,45,90,97,59,69,38,6,95,94,28,8,56,23,17,33,68,82,22,63,72,36,54,37,15,62,80
75,82,70,1,24,96,21,41,64,46,53,31,78,50,42,83,60,10,52,19,18,39,87,44,98,26,84,20,71,12,65,89,81,85,55,25,32,43,67,13,79,51,49,58,92,73,47,57,0,61,14,4,29,7,5,66,3,99,76,93,35,34,40,48,9,88,11,27,2,91,86,30,16,74,45,90,97,59,69,38,6,95,94,28,8,56,23,17,33,68,77,22,63,72,36,54,37,15,62,80
