5,30,93,4,53,69,7,80,9,33,58,60,72,32,90,78,75,88,84,91,34,1,89,96,62,27,59,19,61,87,67,26,82,63,66,22,70,38,31,37,24,0,79,6,36,14,94,45,81,83,77,11,65,95,40,10,15,68,39,43,54,50,35,47,64,92,41,71,16,55,25,86,20,56,23,49,29,73,28,48,74,21,57,51,2,13,76,46,99,3,18,97,98,8,85,17,42,44,52,12
5,30,93,4,53,69,7,80,9,33,58,60,72,32,90,78,75,88,84,91,34,1,89,96,62,27,59,19,61,87,67,26,82,63,66,22,70,38,31,37,24,0,79,6,36,14,94,45,81,83,77,11,65,95,40,10,15,68,39,43,54,50,35,47,64,92,41,71,16,55,25,86,20,56,23,49,29,73,28,48,74,21,57,51,2,13,76,46,99,3,18,97,98,8,85,17,42,44,52,12
5,30,93,4,53,69,7,80,9,33,58,60,72,32,90,78,75,88,84,91,34,1,89,96,62,27,59,19,61,87,67,26,82,63,66,22,70,38,31,37,24,0,79,6,36,14,94,45,81,83,77,11,65,95,40,10,15,68,39,43,54,50,35,47,64,92,41,71,16,55,25,86,20,56,23,49,29,73,28,48,74,21,57,51,2,13,76,46,99,3,18,97,98,8,85,17,42,44,52,12
5,30,93,4,53,69,7,80,9,33,58,60,72,32,90,78,75,88,84,91,34,1,89,96,62,27,59,19,61,87,67,26,82,63,66,22,70,38,31,37,24,0,79,6,36,14,94,45,81,83,77,11,65,95,40,10,15,68,39,43,54,50,35,47,64,92,41,71,16,55,25,86,20,56,23,49,29,73,28,48,74,21,57,51,2,13,76,46,99,3,18,97,98,8,85,17,42,44,52,12
5,30,93,4,53,69,7,80,9,33,58,60,72,32,90,78,75,88,84,91,34,1,89,96,62,27,59,19,61,87,67,26,82,63,66,22,70,38,31,37,24,0,79,6,36,14,94,45,81,83,77,11,65,95,40,10,15,68,39,43,54,50,35,47,64,92,41,71,16,55,25,86,20,56,23,49,29,73,28,48,74,21,57,51,2,13,76,46,99,3,18,97,98,8,85,17,42,44,52,12
5,30,93,4,53,69,7,80,9,33,58,60,72,32,90,78,75,88,84,91,34,1,89,96,62,27,59,19,61,87,67,26,82,63,66,22,70,38,31,37,24,0,79,6,36,14,94,45,81,83,77,11,65,95,40,10,15,68,39,43,54,50,35,47,64,92,41,71,16,55,25,86,20,56,23,49,29,73,28,48,74,21,57,51,2,13,76,46,99,3,18,97,98,8,85,17,42,44,52,12
5,30,93,4,53,69,7,80,9,33,58,60,72,32,90,78,75,88,84,91,34,1,89,96,62,27,59,19,61,87,67,26,82,63,66,22,70,38,31,37,24,0,79,6,36,14,94,45,81,83,77,11,65,95,40,10,15,68,39,43,54,50,35,47,64,92,41,71,16,55,25,86,20,56,23,49,29,73,28,48,74,21,57,51,2,13,76,46,99,3,18,97,98,8,85,17,42,44,52,12
5,30,93,4,53,69,7,80,9,33,58,60,72,32,90,78,75,88,84,91,34,1,89,96,62,27,59,19,61,87,67,26,82,63,66,22,70,38,31,37,24,0,79,6,36,14,94,45,81,83,77,11,65,95,40,10,15,68,39,43,54,50,35,47,64,92,41,71,16,55,25,86,20,56,23,49,29,73,28,48,74,21,57,51,2,13,76,46,99,3,18,97,98,8,85,17,42,44,52,12
5,30,93,4,53,69,7,80,9,33,58,60,72,32,90,78,75,88,84,91,34,1,89,96,62,27,59,19,61,87,67,26,82,63,66,22,70,38,31,37,24,0,79,6,36,14,94,45,81,83,77,11,65,95,40,10,15,68,39,43,54,50,35,47,64,92,41,71,16,55,25,86,20,56,23,49,29,73,28,48,74,21,57,51,2,13,76,46,99,3,18,97,98,8,85,17,42,44,52,12
5,30,93,4,53,69,7,80,9,33,58,60,72,32,90,78,75,88,84,91,34,1,89,96,62,27,59,19,61,87,67,26,82,63,66,22,70,38,31,37,24,0,79,6,36,14,94,45,81,83,77,11,65,95,40,10,15,68,39,43,54,50,35,47,64,92,41,71,16,55,25,86,20,56,23,49,29,73,28,48,74,21,57,51,2,13,76,46,99,3,18,97,98,8,85,17,42,44,52,12
