1.420565375747044300e+03,2.584613605714838741e+03
1.420565375747044300e+03,2.584613605714838741e+03
1.420565375747044300e+03,2.584613605714838741e+03
1.420565375747044300e+03,2.584613605714838741e+03
1.420565375747044300e+03,2.584613605714838741e+03
1.437787906430864041e+03,2.584613605714839196e+03
1.420565375747044300e+03,2.584613605714838741e+03
1.420565375747044300e+03,2.584613605714838741e+03
1.420565375747044300e+03,2.584613605714838741e+03
1.420565375747044300e+03,2.584613605714838741e+03
1.406004120308985875e+03,2.584613605714838286e+03
1.420565375747044300e+03,2.584613605714838741e+03
1.420565375747044300e+03,2.584613605714838741e+03
1.420565375747044300e+03,2.584613605714838741e+03
1.420565375747044300e+03,2.584613605714838741e+03
